aircraft_category,aircraft_damage,amateur_built,broad_phase_of_flight,engine_type,event_date,far_description,location,make,model,number_of_engines,purpose_of_flight,weather_condition,month,weekday,fatality,state,make_transformed,make_transformed_all,far_transformed,time_var
Airplane,Substantial,No,MANEUVERING,Turbo_Prop,2016-08-08,Part 137: Agricultural,"Hickory Ridge, AR",AIR TRACTOR INC,AT-502B,1.0,Aerial_Application,VMC,8,0,1,AR,air,air,Part_137_Agricultural,0.6532538499751614
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-07-30,Part 91: General Aviation,"Kissimmee, FL",CESSNA,172,1.0,Instructional,VMC,7,5,0,FL,cessna,cessna,Part_91_General_Aviation,0.648782911077993
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-07-27,Part 91: General Aviation,"Columbia, CA",CESSNA,310B,2.0,Personal,VMC,7,2,1,CA,cessna,cessna,Part_91_General_Aviation,0.6472925981122702
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2016-07-17,Part 91: General Aviation,"St. James, MO",BOEING,A75,1.0,Personal,VMC,7,6,0,MO,boeing,boeing,Part_91_General_Aviation,0.6423248882265276
Airplane,Substantial,No,LANDING,Reciprocating,2016-06-30,Public Use,"Ely, NV",CESSNA,U206,1.0,Public_Aircraft__Federal,VMC,6,3,0,NV,cessna,cessna,Public_Use,0.6338797814207651
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-06-30,Part 91: General Aviation,"Amarillo, TX",PIPER,PA28,1.0,Personal,VMC,6,3,0,TX,piper,piper,Part_91_General_Aviation,0.6338797814207651
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-06-26,Part 91: General Aviation,"Richwood, OH",RANS EMPLOYEE FLYING CLUB,RANS S 6S,1.0,Personal,VMC,6,6,0,OH,other,rans,Part_91_General_Aviation,0.6318926974664679
Airplane,Substantial,No,LANDING,Reciprocating,2016-06-09,Part 91: General Aviation,"Lincoln Park, NJ",PIPER,PA 32,1.0,Personal,VMC,6,3,0,NJ,piper,piper,Part_91_General_Aviation,0.6234475906607054
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-06-09,Part 91: General Aviation,"Wishek, ND",PIPER,PA 28-140,1.0,Personal,VMC,6,3,1,ND,piper,piper,Part_91_General_Aviation,0.6234475906607054
Airplane,Substantial,No,MANEUVERING,Reciprocating,2016-05-29,Part 91: General Aviation,"Pine Bluff, AR",CESSNA,177,1.0,Personal,VMC,5,6,0,AR,cessna,cessna,Part_91_General_Aviation,0.6179831097863885
Airplane,Substantial,No,LANDING,Reciprocating,2016-05-13,Part 91: General Aviation,"California City, CA",CESSNA,180,1.0,Personal,VMC,5,4,0,CA,cessna,cessna,Part_91_General_Aviation,0.6100347739692003
Airplane,Substantial,No,LANDING,Reciprocating,2016-05-01,Part 91: General Aviation,"Plano, TX",MOONEY,M20,1.0,Personal,VMC,5,6,0,TX,mooney,mooney,Part_91_General_Aviation,0.604073522106309
Ultralight,Substantial,No,TAKEOFF,Reciprocating,2016-04-23,Part 91: General Aviation,"Culver, IN",BUCKEYE INDUSTRIES,DREAM MACHINE,1.0,Personal,VMC,4,5,0,IN,other,buckeye,Part_91_General_Aviation,0.6000993541977149
Airplane,Destroyed,No,MANEUVERING,Turbo_Prop,2016-04-09,Part 91: General Aviation,"Taylor, TX",ROCKWELL,690B,2.0,Instructional,VMC,4,5,1,TX,rockwell,rockwell,Part_91_General_Aviation,0.5931445603576752
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-04-03,Part 91: General Aviation,"Orangeburg, SC",CESSNA,172,1.0,Personal,VMC,4,6,0,SC,cessna,cessna,Part_91_General_Aviation,0.5901639344262295
Airplane,Substantial,No,LANDING,Reciprocating,2016-04-02,Part 91: General Aviation,"Yukon, OK",NORTH AMERICAN,AT6,1.0,Personal,VMC,4,5,0,OK,north,north,Part_91_General_Aviation,0.5896671634376552
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-03-26,Part 91: General Aviation,"Del Rio, TX",CESSNA,180A,1.0,Personal,VMC,3,5,0,TX,cessna,cessna,Part_91_General_Aviation,0.5861897665176353
Airplane,Substantial,No,LANDING,Reciprocating,2016-03-20,Part 91: General Aviation,"Pflugerville, TX",PIPER,PA 46,1.0,Personal,VMC,3,6,0,TX,piper,piper,Part_91_General_Aviation,0.5832091405861898
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-03-18,Part 91: General Aviation,"Longview, TX",GRUMMAN,AA5,1.0,Personal,IMC,3,4,0,TX,grumman,grumman,Part_91_General_Aviation,0.5822155986090413
Airplane,Substantial,No,LANDING,Turbo_Fan,2016-03-05,Part 121: Air Carrier,"Albuquerque, NM",BOEING,767 34AF,2.0,Air_Carrier,VMC,3,5,0,NM,boeing,boeing,Part_121_Air_Carrier,0.5757575757575758
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2016-03-02,Part 91: General Aviation,"Simmesport, LA",CESSNA,150G,1.0,Instructional,VMC,3,2,0,LA,cessna,cessna,Part_91_General_Aviation,0.5742672627918529
Airplane,Substantial,No,LANDING,Reciprocating,2016-02-25,Part 91: General Aviation,"Livermore, CA",STINSON,108 3,1.0,Personal,VMC,2,3,0,CA,stinson,stinson,Part_91_General_Aviation,0.5712866368604074
Airplane,Substantial,No,CRUISE,Reciprocating,2016-02-18,Part 91: General Aviation,"Marshville, NC",BEECH,A36,1.0,Business,VMC,2,3,1,NC,beech,beech,Part_91_General_Aviation,0.5678092399403875
Airplane,Substantial,No,NOT-SPECIFIED,Reciprocating,2016-02-09,Part 91: General Aviation,"Williamsport, PA",PIPER,PA34,2.0,Personal,VMC,2,1,0,PA,piper,piper,Part_91_General_Aviation,0.563338301043219
Airplane,Substantial,No,TAKEOFF,Turbo_Prop,2016-01-26,Part 91: General Aviation,"Lawrenceville, GA",PILATUS,PC12,1.0,Business,VMC,1,1,0,GA,other,pilatus,Part_91_General_Aviation,0.5563835072031793
Airplane,Substantial,No,MANEUVERING,Reciprocating,2016-01-22,Part 91: General Aviation,"Denton, TX",PIPER,PA31,2.0,Personal,VMC,1,4,0,TX,piper,piper,Part_91_General_Aviation,0.5543964232488823
Airplane,Substantial,No,CLIMB,Reciprocating,2016-01-19,Part 91: General Aviation,"Ottawa, KS",PIPER,PA 46,1.0,Instructional,IMC,1,1,0,KS,piper,piper,Part_91_General_Aviation,0.5529061102831595
Airplane,Substantial,No,LANDING,Reciprocating,2016-01-04,Part 91: General Aviation,"Seeley Lake, MT",CESSNA,175,1.0,Personal,VMC,1,0,0,MT,cessna,cessna,Part_91_General_Aviation,0.5454545454545454
Airplane,Substantial,No,MANEUVERING,Reciprocating,2016-12-07,Part 91: General Aviation,"Fairbanks, AK",BELLANCA,7GCBC,1.0,Personal,VMC,12,2,1,AK,bellanca,bellanca,Part_91_General_Aviation,0.7133631395926477
Airplane,Destroyed,No,MANEUVERING,Turbo_Prop,2016-12-05,Part 135: Air Taxi & Commuter,"Camilla, GA",FAIRCHILD,SA227,2.0,Air_Carrier,IMC,12,0,1,GA,other,fairchild,Part_135_Air_Taxi__Commuter,0.7123695976154992
Airplane,Substantial,Yes,APPROACH,Reciprocating,2016-12-04,Part 91: General Aviation,"Petaluma, CA",HOSKINS LONNIE F,VELOCITY XL RG,1.0,Personal,VMC,12,6,0,CA,other,hoskins,Part_91_General_Aviation,0.711872826626925
Airplane,Destroyed,No,TAKEOFF,Turbo_Prop,2016-11-18,Part 135: Air Taxi & Commuter,"Elko, NV",PIPER,PA 31T,2.0,Air_Carrier,VMC,11,4,1,NV,piper,piper,Part_135_Air_Taxi__Commuter,0.7039244908097367
Balloon,NOT-SPECIFIED,No,STANDING,Unknown,2016-11-14,Part 91: General Aviation,"Winters, CA",CAMERON,A315,3.0,Aerial_Observation,VMC,11,0,0,CA,other,cameron,Part_91_General_Aviation,0.7019374068554396
Airplane,Substantial,Yes,LANDING,Reciprocating,2016-11-04,Part 91: General Aviation,"Eureka, KS",HARING CLAY,RV6,1.0,Personal,VMC,11,4,0,KS,other,haring,Part_91_General_Aviation,0.696969696969697
Airplane,Substantial,No,LANDING,Reciprocating,2016-10-31,Part 91: General Aviation,"Watertown, NY",CESSNA,TR182,1.0,Personal,VMC,10,0,0,NY,cessna,cessna,Part_91_General_Aviation,0.6949826130153999
Airplane,Destroyed,No,DESCENT,Reciprocating,2016-10-25,Part 91: General Aviation,"Pittsburg, CA",BEECH,A36,1.0,Personal,VMC,10,1,1,CA,beech,beech,Part_91_General_Aviation,0.6920019870839543
Airplane,Substantial,No,LANDING,Reciprocating,2016-10-18,Part 91: General Aviation,"Pflugerville, TX",CESSNA,T210L,1.0,Personal,VMC,10,1,0,TX,cessna,cessna,Part_91_General_Aviation,0.6885245901639344
Airplane,Substantial,Yes,LANDING,Reciprocating,2016-10-07,Part 91: General Aviation,"Calhan, CO",ROBINSON STEWART J,BEARHAWK,1.0,Personal,VMC,10,4,0,CO,robinson,robinson,Part_91_General_Aviation,0.6830601092896175
Airplane,Substantial,Yes,LANDING,Reciprocating,2016-10-02,Part 91: General Aviation,"Berryton, KS",ANDREW HAROLD,STOL CH 701,1.0,Personal,VMC,10,6,0,KS,other,andrew,Part_91_General_Aviation,0.6805762543467462
Airplane,Substantial,No,LANDING,Reciprocating,2016-10-01,Part 91: General Aviation,"Fairbanks, AK",BELLANCA,7GCBC,1.0,Personal,VMC,10,5,0,AK,bellanca,bellanca,Part_91_General_Aviation,0.6800794833581719
Airplane,Substantial,No,TAKEOFF,Reciprocating,2016-09-25,Part 91: General Aviation,"Pittstown, NJ",MOONEY,M20J,1.0,Personal,VMC,9,6,1,NJ,mooney,mooney,Part_91_General_Aviation,0.6770988574267263
